0,1,0.131971,43ff00
0,34,0.0,0000ff
1,2,0.134309,44ff00
1,35,0.0,0000ff
2,3,0.149395,4cff00
2,36,0.0,0000ff
3,4,0.162262,53ff00
3,37,0.005822,03ff00
4,5,0.248368,7fff00
4,38,0.208715,6aff00
5,6,0.170826,57ff00
5,39,0.28888,93ff00
6,7,0.095203,31ff00
6,40,0.168118,56ff00
7,8,0.077803,28ff00
7,41,0.46858,efff00
8,9,0.155873,4fff00
8,42,0.225019,73ff00
9,10,0.170428,57ff00
9,43,0.0,0000ff
10,11,0.058611,1eff00
10,44,0.149052,4cff00
11,12,0.145958,4aff00
11,45,0.288971,93ff00
12,13,0.21712,6fff00
12,46,0.177683,5bff00
13,14,0.214862,6eff00
13,47,0.0,0000ff
14,15,0.225457,73ff00
14,48,0.0,0000ff
15,16,0.223034,72ff00
15,49,0.0,0000ff
16,17,0.231933,76ff00
16,50,0.0,0000ff
17,18,0.272863,8bff00
17,51,0.0,0000ff
18,19,0.261261,85ff00
18,52,0.0,0000ff
19,20,0.274092,8cff00
19,53,0.0,0000ff
20,21,0.280903,8fff00
20,54,0.0,0000ff
21,22,0.030974,10ff00
21,55,0.039178,14ff00
22,23,0.146507,4bff00
22,56,0.083746,2bff00
23,24,0.147815,4bff00
23,57,0.0,0000ff
24,25,0.165267,54ff00
24,58,0.011472,06ff00
25,26,0.089766,2eff00
25,59,0.0,0000ff
26,27,0.166259,55ff00
26,60,0.053432,1bff00
27,28,0.165025,54ff00
27,61,0.0,0000ff
28,29,0.155761,4fff00
28,62,0.089514,2eff00
29,30,0.148693,4cff00
29,63,0.124621,40ff00
30,31,0.14287,49ff00
30,64,0.0,0000ff
31,32,0.14591,4aff00
31,65,0.0,0000ff
32,33,0.133118,44ff00
32,66,0.0,0000ff
33,0,0.12853,42ff00
33,67,0.0,0000ff
34,35,0.0,0000ff
34,68,0.0,0000ff
35,36,0.018843,0aff00
35,69,0.0,0000ff
36,37,0.017424,09ff00
36,70,0.0,0000ff
37,38,0.013896,07ff00
37,71,0.0,0000ff
38,39,0.0,0000ff
38,72,0.213614,6dff00
39,40,0.0,0000ff
39,73,0.339092,adff00
40,41,0.0,0000ff
40,74,0.186112,5fff00
41,42,0.0,0000ff
41,75,0.465288,edff00
42,43,0.085091,2bff00
42,76,0.034949,12ff00
43,44,0.245121,7dff00
43,77,0.127926,41ff00
44,45,0.303929,9bff00
44,78,0.300994,9aff00
45,46,0.279528,8fff00
45,79,0.201492,67ff00
46,47,0.271931,8bff00
46,80,0.154212,4fff00
47,48,0.269281,89ff00
47,81,0.0,0000ff
48,49,0.255049,82ff00
48,82,0.0,0000ff
49,50,0.25749,83ff00
49,83,0.0,0000ff
50,51,0.284281,91ff00
50,84,0.0,0000ff
51,52,0.293046,95ff00
51,85,0.0,0000ff
52,53,0.284125,91ff00
52,86,0.0,0000ff
53,54,0.318203,a2ff00
53,87,0.0,0000ff
54,55,0.047607,18ff00
54,88,0.0,0000ff
55,56,0.248995,7fff00
55,89,0.155708,4fff00
56,57,0.143129,49ff00
56,90,0.103349,35ff00
57,58,0.156841,50ff00
57,91,0.0,0000ff
58,59,0.095745,31ff00
58,92,0.0,0000ff
59,60,0.0,0000ff
59,93,0.09632,31ff00
60,61,0.0,0000ff
60,94,0.064729,21ff00
61,62,0.0,0000ff
61,95,0.0,0000ff
62,63,0.0,0000ff
62,96,0.0848,2bff00
63,64,0.0,0000ff
63,97,0.124621,40ff00
64,65,0.0,0000ff
64,98,0.0,0000ff
65,66,0.0,0000ff
65,99,0.0,0000ff
66,67,0.0,0000ff
66,100,0.0,0000ff
67,34,0.0,0000ff
67,101,0.0,0000ff
68,69,0.0,0000ff
68,102,0.0,0000ff
69,70,0.064365,21ff00
69,103,0.0,0000ff
70,71,0.061076,1fff00
70,104,0.0,0000ff
71,72,0.070294,24ff00
71,105,0.0,0000ff
72,73,0.088864,2dff00
72,106,0.213614,6dff00
73,74,0.044002,16ff00
73,107,0.410709,d1ff00
74,75,0.024333,0cff00
74,108,0.19192,62ff00
75,76,0.02303,0cff00
75,109,0.010474,05ff00
76,77,0.007082,04ff00
76,110,0.054451,1cff00
77,78,0.013965,07ff00
77,111,0.127926,41ff00
78,79,0.118861,3dff00
78,112,0.19493,63ff00
79,80,0.290953,94ff00
79,113,0.041658,15ff00
80,81,0.374073,bfff00
80,114,0.075264,26ff00
81,82,0.3892,c6ff00
81,115,0.0,0000ff
82,83,0.385438,c5ff00
82,116,0.0,0000ff
83,84,0.374809,bfff00
83,117,0.0,0000ff
84,85,0.36234,b9ff00
84,118,0.0,0000ff
85,86,0.353,b4ff00
85,119,0.0,0000ff
86,87,0.338894,adff00
86,120,0.0,0000ff
87,88,0.330207,a8ff00
87,121,0.0,0000ff
88,89,0.320086,a3ff00
88,122,0.025338,0dff00
89,90,0.078202,28ff00
89,123,0.053561,1bff00
90,91,0.16893,56ff00
90,124,0.0,0000ff
91,92,0.16893,56ff00
91,125,0.0,0000ff
92,93,0.175813,5aff00
92,126,0.0,0000ff
93,94,0.169221,56ff00
93,127,0.120014,3dff00
94,95,0.170213,57ff00
94,128,0.024017,0cff00
95,96,0.163782,54ff00
95,129,0.0,0000ff
96,97,0.186194,5fff00
96,130,0.038009,13ff00
97,98,0.294233,96ff00
97,131,0.020798,0bff00
98,99,0.301771,9aff00
98,132,0.0,0000ff
99,100,0.316161,a1ff00
99,133,0.004589,02ff00
100,101,0.328793,a8ff00
100,134,0.0,0000ff
101,68,0.333418,aaff00
101,135,0.0,0000ff
102,103,0.0,0000ff
102,136,0.0,0000ff
103,104,0.0,0000ff
103,137,0.0,0000ff
104,105,0.0,0000ff
104,138,0.0,0000ff
105,106,0.0,0000ff
105,139,0.0,0000ff
106,107,0.0,0000ff
106,140,0.213701,6dff00
107,108,0.0,0000ff
