0,1,0.021725,0bff00
0,34,0.0,0000ff
1,2,0.021341,0bff00
1,35,0.0,0000ff
2,3,0.014896,08ff00
2,36,0.0,0000ff
3,4,0.31362,a0ff00
3,37,0.03929,14ff00
4,5,0.393104,c8ff00
4,38,0.081168,29ff00
5,6,0.321455,a4ff00
5,39,0.164749,54ff00
6,7,0.227062,74ff00
6,40,0.207254,6aff00
7,8,0.141718,48ff00
7,41,0.322598,a5ff00
8,9,0.260605,85ff00
8,42,0.193614,63ff00
9,10,0.196732,64ff00
9,43,0.0,0000ff
10,11,0.030915,10ff00
10,44,0.114778,3bff00
11,12,0.08815,2dff00
11,45,0.114886,3bff00
12,13,0.169617,57ff00
12,46,0.102029,34ff00
13,14,0.18079,5cff00
13,47,0.0,0000ff
14,15,0.185552,5fff00
14,48,0.0,0000ff
15,16,0.169405,56ff00
15,49,0.0,0000ff
16,17,0.152128,4eff00
16,50,0.0,0000ff
17,18,0.139405,47ff00
17,51,0.0,0000ff
18,19,0.130784,43ff00
18,52,0.0,0000ff
19,20,0.142533,49ff00
19,53,0.0,0000ff
20,21,0.142083,48ff00
20,54,0.0,0000ff
21,22,0.00961,05ff00
21,55,0.06,1fff00
22,23,0.094246,30ff00
22,56,0.064848,21ff00
23,24,0.103325,35ff00
23,57,0.0,0000ff
24,25,0.098563,32ff00
24,58,0.023315,0cff00
25,26,0.019046,0aff00
25,59,0.0,0000ff
26,27,0.029239,0fff00
26,60,0.079728,29ff00
27,28,0.017235,09ff00
27,61,0.0,0000ff
28,29,0.017235,09ff00
28,62,0.011744,06ff00
29,30,0.017235,09ff00
29,63,0.007315,04ff00
30,31,0.021824,0bff00
30,64,0.0,0000ff
31,32,0.021824,0bff00
31,65,0.0,0000ff
32,33,0.021824,0bff00
32,66,0.0,0000ff
33,0,0.021824,0bff00
33,67,0.0,0000ff
34,35,0.004589,02ff00
34,68,0.0,0000ff
35,36,0.135107,45ff00
35,69,0.0,0000ff
36,37,0.111731,39ff00
36,70,0.0,0000ff
37,38,0.070147,24ff00
37,71,0.0,0000ff
38,39,0.033005,11ff00
38,72,0.048701,19ff00
39,40,0.0,0000ff
39,73,0.181786,5dff00
40,41,0.0,0000ff
40,74,0.200643,66ff00
41,42,0.0,0000ff
41,75,0.322426,a4ff00
42,43,0.026787,0eff00
42,76,0.030013,0fff00
43,44,0.090717,2eff00
43,77,0.073121,25ff00
44,45,0.163923,54ff00
44,78,0.140806,48ff00
45,46,0.196861,64ff00
45,79,0.085082,2bff00
46,47,0.229117,75ff00
46,80,0.097094,32ff00
47,48,0.228944,75ff00
47,81,0.0,0000ff
48,49,0.215751,6eff00
48,82,0.0,0000ff
49,50,0.208215,6aff00
49,83,0.0,0000ff
50,51,0.207029,6aff00
50,84,0.0,0000ff
51,52,0.210362,6bff00
51,85,0.0,0000ff
52,53,0.230733,76ff00
52,86,0.0,0000ff
53,54,0.21018,6bff00
53,87,0.0,0000ff
54,55,0.00587,03ff00
54,88,0.016406,08ff00
55,56,0.281141,8fff00
55,89,0.28093,8fff00
56,57,0.169232,56ff00
56,90,0.116525,3bff00
57,58,0.173821,59ff00
57,91,0.0,0000ff
58,59,0.149066,4cff00
58,92,0.0,0000ff
59,60,0.0,0000ff
59,93,0.148799,4cff00
60,61,0.0,0000ff
60,94,0.075053,26ff00
61,62,0.0,0000ff
61,95,0.0,0000ff
62,63,0.004589,02ff00
62,96,0.020922,0bff00
63,64,0.004589,02ff00
63,97,0.007315,04ff00
64,65,0.004589,02ff00
64,98,0.0,0000ff
65,66,0.004589,02ff00
65,99,0.0,0000ff
66,67,0.004589,02ff00
66,100,0.0,0000ff
67,34,0.004589,02ff00
67,101,0.0,0000ff
68,69,0.0,0000ff
68,102,0.0,0000ff
69,70,0.119027,3dff00
69,103,0.0,0000ff
70,71,0.119114,3dff00
70,104,0.0,0000ff
71,72,0.118854,3dff00
71,105,0.0,0000ff
72,73,0.119114,3dff00
72,106,0.048426,19ff00
73,74,0.102595,34ff00
73,107,0.192787,62ff00
74,75,0.060778,1fff00
74,108,0.233555,77ff00
75,76,0.0188,0aff00
75,109,0.020909,0bff00
76,77,0.006883,04ff00
76,110,0.03248,11ff00
77,78,0.016419,08ff00
77,111,0.074397,26ff00
78,79,0.079949,29ff00
78,112,0.079677,29ff00
79,80,0.106483,36ff00
79,113,0.062547,20ff00
80,81,0.162019,53ff00
80,114,0.044026,16ff00
81,82,0.157344,50ff00
81,115,0.0,0000ff
82,83,0.162106,53ff00
82,116,0.0,0000ff
83,84,0.145339,4aff00
83,117,0.0,0000ff
84,85,0.141888,48ff00
84,118,0.0,0000ff
85,86,0.141888,48ff00
85,119,0.0,0000ff
86,87,0.141974,48ff00
86,120,0.0,0000ff
87,88,0.144586,4aff00
87,121,0.0,0000ff
88,89,0.144413,4aff00
88,122,0.044026,16ff00
89,90,0.025584,0dff00
89,123,0.100646,33ff00
90,91,0.030518,10ff00
90,124,0.028621,0fff00
91,92,0.045974,17ff00
91,125,0.0,0000ff
92,93,0.047922,18ff00
92,126,0.0,0000ff
93,94,0.063085,20ff00
93,127,0.142685,49ff00
94,95,0.083907,2bff00
94,128,0.062899,20ff00
95,96,0.090704,2eff00
95,129,0.0,0000ff
96,97,0.107334,37ff00
96,130,0.004848,02ff00
97,98,0.114304,3aff00
97,131,0.000173,00ff00
98,99,0.112746,3aff00
98,132,0.0,0000ff
99,100,0.131142,43ff00
99,133,0.048614,19ff00
100,101,0.126381,40ff00
100,134,0.0,0000ff
