0,1,0.009407,05ff00
0,34,0.0,0000ff
1,2,0.009407,05ff00
1,35,0.0,0000ff
2,3,0.00826,04ff00
2,36,0.0,0000ff
3,4,0.016253,08ff00
3,37,0.000459,00ff00
4,5,0.020541,0aff00
4,38,0.013686,07ff00
5,6,0.010243,05ff00
5,39,0.036877,13ff00
6,7,0.007793,04ff00
6,40,0.01385,07ff00
7,8,0.003417,02ff00
7,41,0.039241,14ff00
8,9,0.019717,0aff00
8,42,0.037305,13ff00
9,10,0.018593,09ff00
9,43,0.0,0000ff
10,11,0.001037,01ff00
10,44,0.016326,08ff00
11,12,0.00511,03ff00
11,45,0.026398,0dff00
12,13,0.010514,05ff00
12,46,0.015531,08ff00
13,14,0.010528,05ff00
13,47,0.0,0000ff
14,15,0.010408,05ff00
14,48,0.0,0000ff
15,16,0.009916,05ff00
15,49,0.0,0000ff
16,17,0.009916,05ff00
16,50,0.0,0000ff
17,18,0.010345,05ff00
17,51,0.0,0000ff
18,19,0.010679,05ff00
18,52,0.0,0000ff
19,20,0.011246,06ff00
19,53,0.0,0000ff
20,21,0.011246,06ff00
20,54,0.0,0000ff
21,22,0.002069,01ff00
21,55,0.007346,04ff00
22,23,0.02121,0bff00
22,56,0.011491,06ff00
23,24,0.022595,0cff00
23,57,0.0,0000ff
24,25,0.024294,0cff00
24,58,0.007152,04ff00
25,26,0.009178,05ff00
25,59,0.0,0000ff
26,27,0.009407,05ff00
26,60,0.009692,05ff00
27,28,0.009407,05ff00
27,61,0.0,0000ff
28,29,0.009407,05ff00
28,62,0.018532,09ff00
29,30,0.009407,05ff00
29,63,0.007405,04ff00
30,31,0.009407,05ff00
30,64,0.0,0000ff
31,32,0.009407,05ff00
31,65,0.0,0000ff
32,33,0.009407,05ff00
32,66,0.0,0000ff
33,0,0.009407,05ff00
33,67,0.0,0000ff
34,35,0.000459,00ff00
34,68,0.0,0000ff
35,36,0.001063,01ff00
35,69,0.0,0000ff
36,37,0.001178,01ff00
36,70,0.0,0000ff
37,38,0.000719,00ff00
