217,1197,216,1,2
1026,1165,1165,5,1
1059,1165,1165,5,1,1093,3,0
1060,1165,1059,1,2
1061,1165,1095,3,0
1062,1165,1028,0,3
1064,1165,1030,0,3
1094,1165,1093,1,2
1095,1165,1094,1,2
1096,1165,1095,1,2
1128,1165,1127,1,2
1129,1165,1128,1,2
1130,1165,1129,1,2
1156,1209,616,0,4
1165,1157,1126,0,4
1165,1160,1126,0,4
1165,1164,1093,0,4
1165,1166,1126,0,4
1165,1167,1126,0,4
1165,1169,1126,0,4
1165,1170,1126,0,4
1165,1177,1126,0,4
1165,1180,1126,0,4
1165,1183,1126,0,4
1165,1184,1126,0,4
1165,1186,1126,0,4
1165,1191,1126,0,4
1165,1192,1126,0,4
1165,1194,1126,0,4
1165,1195,1126,0,4
1165,1197,1126,0,4
1165,1200,1126,0,4
1165,1204,792,0,4
1165,1205,1126,0,4
1165,1208,1126,0,4
1165,1210,894,0,4
1165,1214,1126,0,4
1165,1217,1126,0,4
1165,1225,894,0,4
1165,1227,894,0,4
1165,1229,1126,0,4
1165,1233,1126,0,4
1165,1234,1093,0,4
1165,1235,1126,0,4
1165,1236,1126,0,4
1165,1238,1126,0,4
1165,1247,1093,0,4
1165,1255,792,0,4
1180,1165,1130,0,4
1204,1165,646,0,4
1209,1156,616,0,4
1210,1165,997,0,4
1225,1165,997,0,4
1247,1251,410,0,4
1251,1247,614,0,4
1255,1165,581,0,4
