26,1245,1148,3,3
169,1252,136,2,3
211,1177,1177,5,1,177,0,3,212,2,1
244,1177,1177,5,1,278,3,0
245,1177,244,1,2
246,1177,212,0,3
411,1227,410,1,2
508,1186,542,3,0
632,1245,598,0,3
740,1178,706,0,3
1009,1245,1010,2,1
1012,1245,1245,5,1,1013,2,1
1013,1245,1245,5,1,979,0,3,1012,1,2
1113,1245,1079,0,3
1148,1245,1114,0,3
1159,1255,269,0,4
1177,1156,212,0,4
1177,1158,212,0,4
1177,1162,212,0,4
1177,1163,212,0,4
1177,1179,212,0,4
1177,1187,212,0,4
1177,1189,212,0,4
1177,1209,212,0,4
1177,1221,212,0,4
1177,1223,212,0,4
1177,1224,212,0,4
1177,1237,212,0,4
1177,1241,212,0,4
1177,1249,212,0,4
1223,1177,216,0,4
1227,1157,409,0,4
1227,1158,409,0,4
1227,1171,409,0,4
1227,1194,409,0,4
1227,1197,409,0,4
1227,1199,409,0,4
1227,1207,409,0,4
1227,1223,409,0,4
1227,1255,409,0,4
1255,1159,547,0,4
