426,1639,425,1,2
670,1600,692,3,0
693,1600,715,3,0
713,1600,735,3,0
734,1600,756,3,0
738,1600,760,3,0
777,1600,799,3,0
851,1600,873,3,0
896,1600,918,3,0
913,1619,914,2,1
927,1600,928,2,1
941,1600,940,1,2
954,1644,932,0,3
959,1644,937,0,3
960,1644,938,0,3
961,1644,939,0,3
962,1644,940,0,3
964,1600,963,1,2
970,1600,971,2,1
976,1644,954,0,3
981,1644,959,0,3
982,1644,960,0,3
983,1644,961,0,3
984,1644,962,0,3
991,1600,992,2,1
998,1644,997,1,2
1003,1644,1002,1,2
1004,1644,1003,1,2
1005,1644,1004,1,2
1006,1644,1005,1,2
1009,1600,1008,1,2
1020,1644,1019,1,2
1025,1644,1024,1,2
1042,1644,1041,1,2
1047,1644,1046,1,2
1064,1644,1063,1,2
1069,1644,1068,1,2
1086,1644,1085,1,2
1091,1644,1090,1,2
1099,1600,1098,1,2
1108,1644,1107,1,2
1113,1644,1112,1,2
1121,1600,1120,1,2
1130,1644,1129,1,2
1135,1644,1134,1,2
1143,1600,1142,1,2
1152,1644,1151,1,2
1157,1644,1156,1,2
1165,1600,1164,1,2
1174,1644,1173,1,2
1179,1644,1178,1,2
1187,1600,1186,1,2
1196,1644,1195,1,2
1201,1644,1200,1,2
1209,1600,1208,1,2
1218,1644,1217,1,2
1223,1644,1222,1,2
1231,1600,1230,1,2
1237,1600,1238,2,1
1238,1600,1239,2,1
1239,1600,1240,2,1
1240,1600,1241,2,1
1240,1644,1239,1,2
1241,1600,1242,2,1
1242,1600,1600,5,1,1264,3,0
1243,1600,1242,1,2
1244,1600,1243,1,2
1245,1600,1244,1,2
1245,1644,1244,1,2
1246,1600,1245,1,2
1247,1600,1246,1,2
1248,1600,1247,1,2
1253,1600,1252,1,2
1262,1644,1261,1,2
1264,1600,1600,5,1,1242,0,3,1286,3,0
1267,1644,1266,1,2
1284,1644,1283,1,2
1289,1644,1288,1,2
1311,1644,1310,1,2
1333,1644,1334,2,1
1600,1589,1242,0,4
1600,1593,1242,0,4
1600,1616,1242,0,4
1600,1621,1242,0,4
1600,1640,1242,0,4
1600,1641,1242,0,4
1600,1644,1242,0,4
1600,1646,1242,0,4
1600,1648,1242,0,4
1600,1654,1242,0,4
1600,1658,1242,0,4
1600,1659,1242,0,4
1600,1660,1242,0,4
1600,1667,1242,0,4
1600,1672,1242,0,4
1600,1678,1242,0,4
1600,1681,1242,0,4
1600,1682,1242,0,4
1602,1644,958,0,4
1616,1600,934,0,4
1627,1649,882,0,4
1639,1643,315,0,4
1641,1644,954,0,4
1643,1639,328,0,4
1644,1600,997,0,4
1644,1602,932,0,4
1644,1616,932,0,4
1644,1618,997,0,4
1644,1641,932,0,4
1644,1643,997,0,4
1644,1650,997,0,4
1644,1659,997,0,4
1644,1674,932,0,4
1644,1681,932,0,4
1644,1682,997,0,4
1649,1627,882,0,4
1649,1669,381,0,4
1667,1600,932,0,4
1669,1649,381,0,4
1672,1600,1151,0,4
1678,1600,1238,0,4
1681,1600,934,0,4
1682,1600,1088,0,4
