453,5324,454,2,1
581,5296,471,0,3
642,5294,643,2,1
787,5304,5304,5,1,788,2,1
788,5304,5304,5,1,787,1,2,789,2,1,898,3,0
849,5358,850,2,1
924,5281,923,1,2
926,5290,925,1,2
1257,5296,1147,0,3
1274,5291,1164,0,3
1362,5321,1361,1,2
1363,5298,1473,3,0
1369,5296,1259,0,3
1674,5346,1673,1,2
1692,5345,1691,1,2
1709,5315,1708,1,2
1806,5298,1916,3,0
1908,5365,1907,1,2
1916,5298,2026,3,0
2247,5298,2357,3,0
2357,5298,2467,3,0
2454,5347,2344,0,3
2467,5298,2577,3,0
2561,5304,2671,3,0
2577,5298,2687,3,0
2591,5298,2701,3,0
2687,5298,2797,3,0
2701,5298,2811,3,0
2797,5298,2907,3,0
2811,5298,2921,3,0
2907,5298,3017,3,0
2921,5298,3031,3,0
3017,5298,3127,3,0
3031,5298,3141,3,0
3127,5298,3237,3,0
3141,5298,3251,3,0
3147,5360,3148,2,1
3251,5298,5298,5,1,3252,2,1,3361,3,0
3252,5298,5298,5,1,3251,1,2,3253,2,1,3362,3,0
3361,5298,5298,5,1,3251,0,3,3362,2,1
3597,5318,3598,2,1
3602,5332,3492,0,3
3721,5374,3722,2,1
4096,5301,4206,3,0
4339,5296,5296,5,1,4340,2,1
4340,5296,5296,5,1,4339,1,2,4341,2,1
4390,5281,4391,2,1
4653,5374,4652,1,2
4655,5374,4654,1,2
4698,5312,4699,2,1
4741,5296,4742,2,1
4853,5296,4854,2,1
5271,5362,5272,2,1
5296,5304,4339,0,4
5296,5307,4339,0,4
5296,5334,4339,0,4
5296,5349,4339,0,4
5298,5280,3251,0,4
5298,5285,3251,0,4
5298,5300,3251,0,4
5298,5309,3251,0,4
5298,5312,3251,0,4
5298,5313,3251,0,4
5298,5337,3251,0,4
5298,5340,3251,0,4
5298,5342,3251,0,4
5298,5356,3251,0,4
5298,5363,3251,0,4
5298,5372,3251,0,4
5298,5377,3251,0,4
5304,5330,787,0,4
5313,5298,2985,0,4
5374,5334,4101,0,4
5374,5352,4101,0,4
5374,5376,4101,0,4
