13,423,14,1,1
27,423,28,2,1
41,423,42,2,1
68,423,55,0,3
82,423,69,0,3
130,423,142,3,2
142,423,423,5,1,155,3,0
143,423,155,3,2
144,423,143,1,1
145,423,144,1,2
146,423,145,1,2
199,423,212,3,0
236,423,237,2,1
356,423,188,0,4
360,423,213,0,4
365,423,317,0,4
388,423,1,0,4
400,423,317,0,4
407,423,173,0,4
408,423,213,0,4
415,423,213,0,4
420,423,291,0,4
423,356,305,0,4
423,359,155,0,4
423,360,305,0,4
423,365,318,0,4
423,371,155,0,4
423,372,155,0,4
423,375,142,0,4
423,378,142,0,4
423,388,331,0,4
423,400,318,0,4
423,403,155,0,4
423,405,142,0,4
423,407,155,0,4
423,408,305,0,4
423,415,305,0,4
423,420,305,0,4
423,421,155,0,4
423,424,155,0,4
423,425,305,0,4
423,429,155,0,4
423,439,142,0,4
423,443,155,0,4
423,445,142,0,4
425,423,213,0,4
